date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:12	706152/706152	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac668-66a112c1-d54dca0981ce7b3c;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:12	1090908/1090908	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2210a55c-66a112c1-71e90545081ec250;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDDxHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDDxHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:13	705820/705820	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac51c-66a112c1-15037a3d72833920;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:13	708832/708832	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad0e0-66a112c1-c23851783c4809e8;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:15	707064/707064	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac9f8-66a112c1-b4f86a27f73f14f;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:15	707964/707964	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acd7c-66a112c1-1f2f63b977d01be5;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:15	1056824/1056824	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102038-66a112c1-b9cd2abdc2eecb7;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:16	1059820/1059820	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102bec-66a112c1-faff0c5430d5d467;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:16	1056368/1056368	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22101e70-66a112c1-39fca21432232e21;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:16	706892/706892	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac94c-66a112c1-eb32e6a3eef3dfc;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:21	1058436/1058436	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102684-66a112c1-c44055991def160b;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:21	706960/706960	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ac990-66a112c1-aa808ee0d4524a94;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:21	707660/707660	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acc4c-66a112c1-6035fea8d7784a51;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:21	1060928/1060928	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22103040-66a112c1-baff718adcaa13bc;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCvHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCvHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:23	1058248/1058248	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221025c8-66a112c1-e5844329257b40d9;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:26	709480/709480	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad368-66a112c1-422eee0b1a2c2f9c;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:26	708464/708464	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acf70-66a112c1-8173a04fe4ab92c6;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:26	1060696/1060696	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102f58-66a112c1-bfc2dd5dc8eb456;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:27	1058420/1058420	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102674-66a112c1-bc2205e602045462;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:27	1065236/1065236	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22104114-66a112c1-b9aefcf231a27441;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:27	707880/707880	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acd28-66a112c1-83695670e906e469;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:28	708920/708920	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad138-66a112c1-66010e7c255289a9;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:28	1062992/1062992	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22103850-66a112c1-ffc4057a3c20213e;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCdHOem.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDCdHOem.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:28	709616/709616	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad3f0-66a112c1-9d56e122824fcf6e;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:28	707572/707572	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acbf4-66a112c1-dfcf3f049a45fce4;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:29	708596/708596	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acff4-66a112c1-aabf4ac2a0726cc0;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:29	1062904/1062904	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221037f8-66a112c1-d16f79a8ad95d40e;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1t-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:37	1059504/1059504	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102ab0-66a112c1-f5161dc937b03d31;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:37	1059664/1059664	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102b50-66a112c1-35f6d2660d504c10;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:37	1065800/1065800	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22104348-66a112c1-4eb16f140055a40d;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1n-q_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:38	1064580/1064580	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22103e84-66a112c1-c07b96f24a881546;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBxG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBxG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:38	707280/707280	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acad0-66a112c1-5079c9d632caf269;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1v-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:38	709260/709260	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ad28c-66a112c1-6bdb58bc016d260;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1i-q_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:39	707672/707672	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22acc58-66a112c1-2197764a040a19e1;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzaxHMPdY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
21:20:39	1059712/1059712	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22102b80-66a112c1-90c00f25d1a866eb;gz%22	https://ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBIG-em.ttf	C:/Users/brenn/Documents/tickets/cupom1/ticketspays.com/cupom1/fonts/kJF1BvYX7BgnkSrUwT8OhrdQw4oELdPIeeII9v6oDMzByHX9rA6RzazHD_dY43zj-jCxv3fzvRNU22ZXGJpEpjC_1p-p_4MrImHCIJIZrDBIG-em.ttf	(from https://ticketspays.com/cupom1/css/5921624bf5bbe4c8c091ef09226fa76f.css)
